0	194.44815063	138.87097168	196.39331055	177.08177185	197.53540039	216.67881775	171.30975342	147.29129028	172.48551941	184.72964478	174.44418335	222.74234009	149.75437927	155.37043762	150.78274536	191.50331116	152.34375000	228.45745850
1	194.29565430	138.80537415	196.37031555	177.06575012	197.75598145	216.70684814	171.30047607	147.08174133	172.66580200	184.94575500	174.31549072	223.00450134	149.54942322	155.11297607	150.79570007	190.80775452	152.31929016	228.08842468
2	194.41780090	138.70347595	196.36448669	177.51629639	197.94715881	216.99270630	171.70327759	146.95829773	173.00492859	184.86613464	174.36282349	222.79415894	149.82974243	155.11558533	150.72064209	191.26026917	152.34475708	228.31933594
3	194.33677673	138.69807434	196.36250305	177.30540466	197.72439575	216.81692505	171.27671814	147.01860046	172.98460388	184.59916687	174.16909790	222.60217285	150.09356689	154.83541870	150.87634277	190.71778870	152.40243530	228.50070190
4	194.45175171	138.99771118	196.22570801	176.91510010	198.01040649	216.75057983	170.91383362	147.29191589	172.54945374	184.91307068	174.44274902	222.77221680	149.99424744	154.96897888	150.67384338	191.37344360	152.56414795	228.28755188
5	194.42980957	138.82646179	196.33323669	177.34741211	198.13459778	216.90579224	171.31503296	146.76316833	172.33465576	184.59860229	174.27311707	222.61514282	149.65997314	155.29719543	151.22290039	190.91879272	152.45343018	228.19329834
6	194.25259399	139.08052063	196.31082153	177.44041443	197.83061218	216.71768188	171.43864441	147.43292236	172.45567322	184.86575317	174.28120422	223.08996582	149.84175110	155.31747437	150.71640015	191.24594116	152.32472229	228.24809265
7	194.51347351	138.80845642	196.24903870	177.41281128	197.74299622	216.94100952	171.50878906	146.79565430	172.76974487	184.50646973	174.38331604	222.94207764	150.18754578	155.13052368	150.98805237	191.45513916	152.50505066	228.29594421
8	194.45234680	138.73809814	195.92364502	177.19183350	197.68432617	216.67059326	171.36524963	147.25292969	172.48802185	184.74540710	174.40309143	222.70075989	149.72915649	155.42967224	150.88574219	191.20890808	152.41111755	228.46023560
9	194.61811829	138.70533752	196.10221863	177.32910156	197.68542480	216.73449707	171.37626648	146.86717224	172.61120605	184.63195801	174.39802551	222.76223755	149.71884155	155.18890381	150.75569153	191.28327942	152.58526611	228.06459045
10	194.37599182	138.96781921	196.41120911	177.40992737	197.75921631	216.42553711	171.30314636	146.87986755	172.55453491	184.95204163	174.30938721	222.64916992	149.73829651	155.44657898	150.75199890	191.25646973	152.53300476	228.30111694
11	194.44284058	138.73171997	196.27700806	177.22720337	197.79216003	216.74102783	171.15518188	147.37123108	172.53149414	184.95350647	174.42257690	222.72328186	149.88362122	155.09156799	151.09681702	191.25593567	152.42472839	228.28382874
12	194.56900024	138.77059937	196.33695984	177.16447449	197.68882751	216.36677551	171.42807007	147.08407593	172.62173462	184.62556458	174.41484070	222.65350342	149.75120544	155.34123230	150.69290161	190.79501343	152.47967529	228.39352417
13	194.41905212	138.70075989	196.27688599	177.44851685	197.67643738	216.66580200	171.36560059	147.14862061	172.51329041	184.58755493	173.94883728	222.75799561	150.13558960	155.32481384	150.83857727	191.22129822	152.44172668	228.25801086
14	194.36634827	139.18957520	196.21315002	177.56262207	197.89295959	217.26788330	171.40068054	147.08415222	172.55580139	185.12088013	174.34852600	222.76371765	150.01257324	155.71438599	150.95881653	190.90136719	152.26660156	228.40109253
15	194.41140747	138.60240173	196.34283447	177.34664917	197.62165833	216.70755005	171.46092224	147.06341553	172.43080139	184.98371887	174.26989746	222.96278381	150.24069214	155.17459106	150.81369019	191.16532898	152.44465637	228.37898254
16	194.28103638	138.96867371	196.39575195	177.03947449	197.97892761	216.70579529	171.40914917	146.83540344	172.65036011	184.83135986	174.25184631	222.82521057	149.79257202	155.47662354	150.72172546	191.06576538	152.38499451	228.23986816
17	194.53115845	138.69514465	196.43911743	177.28550720	197.93574524	216.72875977	171.43028259	146.90794373	172.59153748	184.73062134	174.17509460	223.03097534	149.78172302	155.18574524	150.85623169	191.46206665	152.57673645	228.16580200
18	194.38839722	138.68537903	196.42468262	177.34492493	197.65914917	216.92420959	171.21899414	147.01017761	172.59362793	184.69683838	174.55316162	222.90139771	149.86705017	155.01670837	151.04203796	191.22904968	152.45037842	228.26492310
19	194.37605286	138.89822388	196.36338806	177.38105774	197.57696533	216.94979858	171.01210022	147.10598755	172.64982605	184.79487610	174.41738892	222.61703491	149.53996277	155.41618347	150.64756775	191.04008484	152.37652588	228.45848083
20	194.44837952	138.76908875	196.36221313	177.34085083	197.69128418	216.77117920	171.41093445	146.89108276	172.57945251	184.62500000	174.35398865	223.04551697	149.69328308	155.54565430	150.78314209	191.36500549	152.43022156	228.27934265
21	194.18318176	138.91424561	196.34747314	177.25463867	197.64370728	216.79371643	171.24295044	147.31507874	172.40953064	184.86959839	174.42016602	223.06004333	149.82182312	155.54753113	151.29893494	190.99690247	152.35729980	228.44490051
22	194.39147949	139.05032349	196.20684814	177.48248291	197.66436768	216.88902283	171.18594360	146.89257812	172.58892822	184.74281311	174.39802551	222.70242310	149.72628784	155.41648865	150.65777588	191.22451782	152.53672791	228.42158508
23	194.40928650	138.72924805	196.24095154	177.24430847	197.74896240	216.72119141	171.09213257	147.18644714	172.55676270	184.62147522	174.31591797	222.57270813	150.15223694	155.37272644	150.95164490	190.90361023	152.47451782	228.53991699
24	194.42098999	138.78967285	196.53462219	177.05912781	197.49345398	216.73710632	171.37847900	147.24183655	172.58047485	184.63560486	174.41793823	222.98246765	149.93312073	155.33688354	150.93083191	191.60374451	152.32115173	228.31047058
25	194.48835754	138.79774475	196.32809448	177.38621521	197.60906982	216.72897339	171.56436157	147.22311401	172.52156067	184.92143250	174.42936707	222.82522583	149.75311279	155.37725830	150.76431274	191.40881348	152.39739990	228.47837830
26	194.39143372	138.84010315	196.39958191	177.27758789	198.06869507	216.81364441	171.50125122	147.02893066	172.55625916	184.90458679	174.18539429	222.76753235	149.67221069	155.36402893	150.62702942	190.93051147	152.60690308	228.32040405
27	194.42251587	139.09701538	196.62480164	176.98841858	197.70629883	216.65789795	171.41104126	146.82250977	172.66943359	184.74133301	174.32963562	222.76852417	149.72866821	155.03343201	150.86833191	191.36776733	152.37283325	228.52433777
28	194.54579163	138.98982239	196.48275757	177.27301025	198.10856628	217.07701111	171.23448181	147.16113281	172.53025818	184.80747986	174.39862061	222.88815308	150.13186646	155.05552673	150.81433105	191.50765991	152.39721680	228.28550720
29	194.41085815	139.03770447	196.29333496	177.33680725	197.87014771	216.96617126	171.26574707	147.05302429	172.31451416	184.89993286	174.34158325	222.87594604	149.75320435	155.19311523	150.97364807	191.29179382	152.26745605	228.37570190
30	194.44117737	138.99020386	196.32205200	177.46139526	197.92781067	216.71029663	171.31758118	147.11329651	172.75199890	184.76232910	174.44667053	223.16052246	150.02578735	155.17080688	150.68682861	191.49597168	152.41244507	228.30021667
31	194.13516235	138.86802673	196.40348816	177.29615784	197.66693115	216.67730713	171.30065918	147.24179077	172.65647888	184.75659180	174.24140930	222.65071106	149.64247131	155.28659058	150.83102417	191.32551575	152.33639526	228.30859375
32	194.51632690	139.02709961	196.25279236	177.38029480	197.69653320	216.81443787	171.25915527	147.01821899	172.59989929	185.04125977	174.46626282	222.71797180	150.05325317	155.32901001	150.63360596	191.14607239	152.26466370	228.59263611
