1	240.000000	80.000000	360.000000	360.000000
2	240.000000	80.000000	360.000000	360.000000
3	240.000000	80.000000	360.000000	360.000000
4	240.000000	80.000000	360.000000	360.000000
5	240.000000	80.000000	360.000000	360.000000
6	240.000000	80.000000	360.000000	360.000000
7	240.002553	80.002553	360.000000	360.000000
8	240.005105	80.005105	360.000000	360.000000
9	240.007658	80.007658	360.000000	360.000000
10	240.010210	80.010210	360.000000	360.000000
11	240.012762	80.012762	360.000000	360.000000
12	240.015314	80.015314	360.000000	360.000000
13	240.017867	80.017867	360.000000	360.000000
14	240.019954	80.019954	360.000000	360.000000
15	240.022042	80.022042	360.000000	360.000000
16	240.024130	80.024130	360.000000	360.000000
17	240.026217	80.026217	360.000000	360.000000
18	240.028305	80.028305	360.000000	360.000000
19	240.030392	80.030392	360.000000	360.000000
20	240.032480	80.032480	360.000000	360.000000
21	240.033908	80.033908	360.000000	360.000000
22	240.035335	80.035335	360.000000	360.000000
23	240.036763	80.036763	360.000000	360.000000
24	240.038191	80.038191	360.000000	360.000000
25	240.039618	80.039618	360.000000	360.000000
26	240.041046	80.041046	360.000000	360.000000
27	240.042474	80.042474	360.000000	360.000000
28	240.041616	80.041616	360.000000	360.000000
29	240.040759	80.040759	360.000000	360.000000
30	240.039901	80.039901	360.000000	360.000000
31	240.039044	80.039044	360.000000	360.000000
32	240.038186	80.038186	360.000000	360.000000
33	240.037329	80.037329	360.000000	360.000000
34	240.036471	80.036471	360.000000	360.000000
35	240.036320	80.036320	360.000000	360.000000
36	240.036170	80.036170	360.000000	360.000000
37	240.036019	80.036019	360.000000	360.000000
38	240.035868	80.035868	360.000000	360.000000
39	240.035717	80.035717	360.000000	360.000000
40	240.035567	80.035567	360.000000	360.000000
41	240.035416	80.035416	360.000000	360.000000
42	240.041942	80.041942	360.000000	360.000000
43	240.048469	80.048469	360.000000	360.000000
44	240.054994	80.054994	360.000000	360.000000
45	240.061520	80.061520	360.000000	360.000000
46	240.068045	80.068045	360.000000	360.000000
47	240.074569	80.074569	360.000000	360.000000
48	240.081093	80.081093	360.000000	360.000000
49	240.083983	80.083983	360.000000	360.000000
50	240.086873	80.086873	360.000000	360.000000
51	240.089763	80.089763	360.000000	360.000000
52	240.092653	80.092653	360.000000	360.000000
53	240.095543	80.095543	360.000000	360.000000
54	240.098433	80.098433	360.000000	360.000000
55	240.101322	80.101322	360.000000	360.000000
56	240.100854	80.100854	360.000000	360.000000
57	240.100387	80.100387	360.000000	360.000000
58	240.099919	80.099919	360.000000	360.000000
59	240.099451	80.099451	360.000000	360.000000
60	240.098983	80.098983	360.000000	360.000000
61	240.098515	80.098515	360.000000	360.000000
62	240.098047	80.098047	360.000000	360.000000
63	240.100712	80.100712	360.000000	360.000000
64	240.103377	80.103377	360.000000	360.000000
65	240.106043	80.106043	360.000000	360.000000
66	240.108708	80.108708	360.000000	360.000000
67	240.111372	80.111372	360.000000	360.000000
68	238.114037	80.114037	360.000000	360.000000
69	236.116702	80.116702	360.000000	360.000000
70	236.593044	80.593044	360.000000	360.000000
71	236.047564	81.047564	360.000000	360.000000
72	235.480585	82.480585	360.000000	360.000000
73	234.892426	82.892426	360.000000	360.000000
74	233.283398	83.283398	360.000000	360.000000
75	232.653811	83.653811	360.000000	360.000000
76	232.003969	84.003969	360.000000	360.000000
77	231.347668	85.347668	360.000000	360.000000
78	230.671304	85.671304	360.000000	360.000000
79	229.975178	86.975178	360.000000	360.000000
80	229.259584	87.259584	360.000000	360.000000
81	228.524813	88.524813	360.000000	360.000000
82	227.771151	89.771151	360.000000	360.000000
83	226.998881	89.998881	360.000000	360.000000
84	225.965957	90.965957	360.000000	360.000000
85	224.921487	91.921487	360.000000	360.000000
86	223.865609	92.865609	360.000000	360.000000
87	223.798459	93.798459	360.000000	360.000000
88	222.720172	94.720172	360.000000	360.000000
89	222.630880	95.630880	360.000000	360.000000
90	222.530716	96.530716	360.000000	360.000000
91	222.917390	96.917390	360.000000	360.000000
92	223.302057	97.302057	360.000000	360.000000
93	223.684727	97.684727	360.000000	360.000000
94	224.065409	98.065409	360.000000	360.000000
95	224.444115	98.444115	360.000000	360.000000
96	224.820855	98.820855	360.000000	360.000000
97	225.195638	99.195638	360.000000	360.000000
98	224.939965	98.939965	360.000000	360.000000
99	224.683381	98.683381	360.000000	360.000000
100	224.425884	98.425884	360.000000	360.000000
101	224.167470	98.167470	360.000000	360.000000
102	223.908136	97.908136	360.000000	360.000000
103	223.647878	97.647878	360.000000	360.000000
104	223.386694	97.386694	360.000000	360.000000
105	222.950869	96.950869	360.000000	360.000000
106	222.512465	96.512465	360.000000	360.000000
107	222.071465	96.071465	360.000000	360.000000
108	221.627854	95.627854	360.000000	360.000000
109	221.181616	95.181616	360.000000	360.000000
110	220.732737	94.732737	360.000000	360.000000
111	220.281200	94.281200	360.000000	360.000000
112	219.819531	93.819531	360.000000	360.000000
113	219.355085	93.355085	360.000000	360.000000
114	218.887844	92.887844	360.000000	360.000000
115	218.417791	92.417791	360.000000	360.000000
116	217.944909	91.944909	360.000000	360.000000
117	217.469182	91.469182	360.000000	360.000000
118	216.990592	90.990592	360.000000	360.000000
119	216.561562	90.561562	360.000000	360.000000
120	216.130232	90.130232	360.000000	360.000000
121	215.696589	89.696589	360.000000	360.000000
122	215.260620	89.260620	360.000000	360.000000
123	214.822314	88.822314	360.000000	360.000000
124	214.381657	88.381657	360.000000	360.000000
125	213.938638	87.938638	360.000000	360.000000
126	213.561455	87.561455	360.000000	360.000000
127	213.182559	87.182559	360.000000	360.000000
128	212.801943	86.801943	360.000000	360.000000
129	212.419599	86.419599	360.000000	360.000000
130	212.035518	86.035518	360.000000	360.000000
131	211.649693	85.649693	360.000000	360.000000
132	211.262116	85.262116	360.000000	360.000000
133	210.949422	84.949422	360.000000	360.000000
134	210.635588	84.635588	360.000000	360.000000
135	210.320609	84.320609	360.000000	360.000000
